ID WHO city,Region,iso3,Country,City,Location,lon,lat,pm10,Year,Number and type of monitoring stations,note on converted PM10,pm25,note on converted PM2.5,Temporal coverage,for air quality
181,Amr LMI,BRA,Brazil,"Itaboraí , REGIÃO METROPOLITANA DO RIO DE JANEIRO","Itaboraí , REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil",-43.4066618,-22.810034,46,2014,"1 station, NA",measured data,18,measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
182,Amr LMI,BRA,Brazil,"Itaguaí, REGIÃO METROPOLITANA DO RIO DE JANEIRO","Itaguaí, REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil",-43.4066618,-22.810034,31,2014,0,measured data,14,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
185,Amr LMI,BRA,Brazil,"Japeri, REGIÃO METROPOLITANA DO RIO DE JANEIRO","Japeri, REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil",-43.4066618,-22.810034,33,2014,0,measured data,15,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
198,Amr LMI,BRA,Brazil,REGIÃO METROPOLITANA DO RIO DE JANEIRO,"REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil",-43.4066618,-22.810034,49,2014,"17 stations, NA",measured data,16,measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
205,Amr LMI,BRA,Brazil,"Seropédica, REGIÃO METROPOLITANA DO RIO DE JANEIRO","Seropédica, REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil",-43.4066618,-22.810034,31,2014,"1 station, NA",measured data,15,measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
193,Amr LMI,BRA,Brazil,"Piracicaba, INTERIOR DO ESTADO","Piracicaba, INTERIOR DO ESTADO, Brazil",-47.6480644,-22.7342864,38,2014,"1 station, NA",measured data,15,measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
28,Wpr HI,AUS,Australia,Moranbah,"Moranbah, Australia",148.0457654,-22.0009139,21,2014,0,measured data,9,converted from PM10,PM10: NA; PM2.5:NA,http://www.qld.gov.au/environment/assets/documents/pollution/monitoring/air-reports/air-monitoring-report.pdf
26,Wpr HI,AUS,Australia,Mackay,"Mackay, Australia",149.1856253,-21.1412101,17,2014,0,measured data,7,converted from PM10,PM10: >75%; PM2.5:NA,http://www.qld.gov.au/environment/assets/documents/pollution/monitoring/air-reports/air-monitoring-report.pdf
29,Wpr HI,AUS,Australia,Mount Isa,"Mount Isa, Australia",139.4974616,-20.7247053,16,2014,0,measured data,7,converted from PM10,PM10: >75%; PM2.5:NA,http://www.qld.gov.au/environment/assets/documents/pollution/monitoring/air-reports/air-monitoring-report.pdf
1745,Afr,MUS,Mauritius,Midlands,"Midlands, Mauritius",57.5688474,-20.3399053,20,2011,0,measured data,15,converted from PM10,PM10: NA; PM2.5:NA,"Environment Statistics 2011, Government of Mauritius"
1743,Afr,MUS,Mauritius,"Beau Bassin/Rose Hill, Coromandel","Beau Bassin/Rose Hill, Coromandel, Mauritius",57.4655544,-20.1987684,131,2011,0,measured data,100,converted from PM10,PM10: NA; PM2.5:NA,"Environment Statistics 2011, Government of Mauritius"
1746,Afr,MUS,Mauritius,Port Louis,"Port Louis, Mauritius",57.5012222,-20.1608912,22,2010,0,measured data,17,converted from PM10,PM10: NA; PM2.5:NA,"Environment Statistics 2010, Government of Mauritius"
9,Wpr HI,AUS,Australia,Ayr,"Ayr, Australia",147.4050228,-19.5758409,20,2014,0,measured data,9,converted from PM10,PM10: NA; PM2.5:NA,http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/network-stations/
37,Wpr HI,AUS,Australia,Townsville,"Townsville, Australia",146.8178787,-19.2576223,17,2014,0,measured data,7,converted from PM10,PM10: >75%; PM2.5:NA,http://www.environment.nsw.gov.au/resources/aqms/150004nswairqual14.pdf
1731,Afr,MDG,Madagascar,Antanarivo,"Antanarivo, Madagascar",47.5079055,-18.8791902,60,2008,"1 station, NA",measured data,37,measured data,PM10: <75%; PM2.5:<75%,"Randriamanivo et al (2009) HEPMAD'09 Conference, Antanarivo, 22-28 August 2009. Air Pollution in term of PM2.5 and PM2-5-10 in Andravoahangy area"
365,Amr HI,CHL,Chile,Arica,"Arica, Chile",-70.3125988,-18.4782534,33,2014,"1 station, NA",converted from PM2.5,15,measured data,PM10: NA; PM2.5:>75%,Ministerio del Medio Ambiente
160,Amr LMI,BOL,"Bolivia, Plurinational States of",Cochabamba,"Cochabamba, Bolivia, Plurinational States of",-66.1653224,-17.4139766,60,2014,0,measured data,33,converted from PM10,PM10: NA; PM2.5:NA,"Contaminacion Atmosferica, Gestion 2014, RED MoniCA"
161,Amr LMI,BOL,"Bolivia, Plurinational States of",La Paz,"La Paz, Bolivia, Plurinational States of",-68.1192936,-16.489689,82,2013,0,measured data,45,converted from PM10,PM10: NA; PM2.5:NA,Air Quality Standards for Particulate Matter (PM) at high altitude cities.
189,Amr LMI,BRA,Brazil,"Madre de Deus, REGIÃO METROPOLITANA DE SALVADOR","Madre de Deus, REGIÃO METROPOLITANA DE SALVADOR, Brazil",-38.502304,-12.9730401,12,2014,0,measured data,5,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
190,Amr LMI,BRA,Brazil,"Malembá, REGIÃO METROPOLITANA DE SALVADOR","Malembá, REGIÃO METROPOLITANA DE SALVADOR, Brazil",-38.502304,-12.9730401,18,2014,0,measured data,8,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
32,Wpr HI,AUS,Australia,Palmerston,"Palmerston, Australia",130.9849614,-12.4792774,22,2014,"1 station, industrial/residential",converted from PM2.5,9,measured data,PM10: NA; PM2.5:>75%,http://www.ntepa.nt.gov.au/__data/assets/pdf_file/0011/359048/nepm_compliance_report_nt_2014.pdf
17,Wpr HI,AUS,Australia,Darwin,"Darwin, Australia",130.8417772,-12.4628271,19,2014,"1 station, residential",converted from PM2.5,8,measured data,PM10: NA; PM2.5:>75%,http://www.ntepa.nt.gov.au/__data/assets/pdf_file/0011/359048/nepm_compliance_report_nt_2014.pdf
1880,Amr LMI,PER,Peru,Lima,"Lima, Peru",-77.0427934,-12.046374,94,2013,0,measured data,52,converted from PM10,PM10: >75%; PM2.5:NA,"INEI, Instituto Nacional de Estadisticas e Informatica, Valor mensual de partículas inferiores a 10 micras (PM10), 2012-2013"
168,Amr LMI,BRA,Brazil,"Barra Mansa, REGIÃO DO MÉDIO PARAÍBA","Barra Mansa, REGIÃO DO MÉDIO PARAÍBA, Brazil",-36.7819505,-7.2399609,28,2014,0,measured data,13,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
194,Amr LMI,BRA,Brazil,"Porto Real, REGIÃO DO MÉDIO PARAÍBA","Porto Real, REGIÃO DO MÉDIO PARAÍBA, Brazil",-36.7819505,-7.2399609,17,2014,0,measured data,8,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
196,Amr LMI,BRA,Brazil,"Quatis, REGIÃO DO MÉDIO PARAÍBA","Quatis, REGIÃO DO MÉDIO PARAÍBA, Brazil",-36.7819505,-7.2399609,27,2014,0,measured data,12,converted from PM10,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
199,Amr LMI,BRA,Brazil,"Resende, REGIÃO DO MÉDIO PARAÍBA","Resende, REGIÃO DO MÉDIO PARAÍBA, Brazil",-36.7819505,-7.2399609,29,2014,"1 station, NA",measured data,13,measured data,PM10: NA; PM2.5:NA,"Plataforma da Qualidade do Ar, Instituto de energie e meio ambiente"
208,Amr LMI,BRA,Brazil,"Volta Redonda, REGIÃO DO MÉDIO PARAÍBA","Volta Redonda, REGIÃO DO MÉDIO PARAÍBA, Brazil",-36.7819505,-7.2399609,33,2014,"1 station, background, suburban",measured data,14,measured data,PM10: NA; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1358,Sear,IDN,Indonesia,Bandung,"Bandung, Indonesia",107.6191228,-6.9174639,59,2014,"1 station, Urban background",converted from PM2.5,33,measured data,PM10: NA; PM2.5:>75%,http://spartan-network.org/
2546,Afr,TZA,Unit. Rep. of Tanzania,Morogoro,"Morogoro, Unit. Rep. of Tanzania",37.670589,-6.8303731,35,2011,"1 station, 1 station, 2 measurement (during dry and wet season)",measured data,23,measured data,PM10: NA; PM2.5:<75%,"Mkoma, Stelyus L., et al. ""Characteristics of Low-Molecular Weight Carboxylic Acids in PM2. 5 and PM10 Ambient Aerosols From Tanzania."" (2012)."
687,Amr LMI,ECU,Ecuador,Cuenca,"Cuenca, Ecuador",-79.0058965,-2.9001285,32,2013,"1 station, urban/industrial",measured data,9,measured data,PM10: >75%; PM2.5:>75%,"Informe de la calidad del aire de Cuenca, 2013"
691,Amr LMI,ECU,Ecuador,Milagro,"Milagro, Ecuador",-79.5940544,-2.1387682,66,2012,0,measured data,32,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
1697,Afr,KEN,Kenya,Nairobi,"Nairobi, Kenya",36.8219462,-1.2920659,22,2009,"2 stations, suburban background",converted from PM2.5,17,measured data,PM10: NA; PM2.5:NA,"Gaita et al (2014), Atmos Chem Phys, 14. Source apportionment and seasonal variation of PM2.5 in a Sub-Saharan African city : Nairobi, Kenya"
686,Amr LMI,ECU,Ecuador,Ambato,"Ambato, Ecuador",-78.6228504,-1.2543408,20,2012,0,measured data,9,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
692,Amr LMI,ECU,Ecuador,Portoviejo,"Portoviejo, Ecuador",-80.4524903,-1.054723,25,2012,0,measured data,12,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
690,Amr LMI,ECU,Ecuador,Manta,"Manta, Ecuador",-80.7089101,-0.9676533,28,2012,0,measured data,13,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
689,Amr LMI,ECU,Ecuador,Latacunga,"Latacunga, Ecuador",-78.52065,-0.7754954,28,2012,0,measured data,14,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
694,Amr LMI,ECU,Ecuador,Santo Domingo,"Santo Domingo, Ecuador",-79.1774268,-0.2389045,69,2012,0,measured data,33,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
693,Amr LMI,ECU,Ecuador,Quito,"Quito, Ecuador",-78.4678382,-0.1806532,36,2013,"5 stations, unspecified",measured data,18,measured data,PM10: NA; PM2.5:NA,Instituto Nacional de Estadistica y Censos
688,Amr LMI,ECU,Ecuador,Ibarra,"Ibarra, Ecuador",-78.1222336,0.3391763,18,2012,0,measured data,9,converted from PM10,PM10: NA; PM2.5:NA,Ministerio del Ambiente. Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.
2545,Afr,UGA,Uganda,Kampala,"Kampala, Uganda",32.5825197,0.3475964,170,2013,"1 station, urban",measured data,104,measured data,PM10: <75%; PM2.5:<75%,"Schwander S et al (2014), Ambient Particulate Matter Air Pollution in Mpererwe Distrit, Kampala, Uganda: A Pilot Study, J Env Pub Health, Volume 2014, Article ID 763934"
610,Amr LMI,COL,Colombia,Pasto,"Pasto, Colombia",-77.285787,1.2058837,18,2014,"1 station, urban background",measured data,9,measured data,PM10: >75%; PM2.5:>75%,Subsistema de Información sobre Calidad del Aire
2127,Wpr HI,SGP,Singapore,Singapore,"Singapore, Singapore",103.8677444,1.3553794,30,2014,"1 station, 22 stations in urban, industrial and suburban locations distributed all over Singapore",measured data,18,measured data,PM10: NA; PM2.5:NA,"""Key Environment Statistics 2015"" published by the Ministry of the Environment Water & Resources"
1736,Wpr LMI,MYS,Malaysia,Senai,"Senai, Malaysia",103.6443791,1.602031,30,2014,0,measured data,17,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,"Minsitry of Science, Technology and Innovation (MOSTI)"
1734,Wpr LMI,MYS,Malaysia,Kuching,"Kuching, Malaysia",110.3785438,1.6076812,26,2014,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"Minsitry of Science, Technology and Innovation (MOSTI)"
1735,Wpr LMI,MYS,Malaysia,Petaling Jaya,"Petaling Jaya, Malaysia",101.5944885,3.1278871,47,2014,0,measured data,26,converted from PM10,PM10: >75%; PM2.5:NA,"Minsitry of Science, Technology and Innovation (MOSTI)"
602,Amr LMI,COL,Colombia,Cali,"Cali, Colombia",-76.5319854,3.4516467,41,2014,"2 stations, NA",measured data,17,measured data,PM10: >75%; PM2.5:>75%,"Informe anual de calidad del aire de Santiago de Cali, 2014"
1733,Wpr LMI,MYS,Malaysia,Kuantan,"Kuantan, Malaysia",103.2201828,3.7633859,27,2014,0,measured data,15,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,"Minsitry of Science, Technology and Innovation (MOSTI)"
236,Afr,CMR,Cameroon,Yaoudé,"Yaoudé, Cameroon",11.5020752,3.8480325,65,2012,"1 station, commercial/residential",measured data,49,measured data,PM10: <75%; PM2.5:<75%,"J. Antonel, Z. Chowdhury (2014), Atmospheric Environement 95, 344-354"
1738,Sear,MDV,Maldives,Male,"Male, Maldives",73.5093474,4.1754959,20,2011,0,measured data,11,converted from PM10,PM10: NA; PM2.5:NA,"EPA Maldives, http://epa.gov.mv."
1737,Wpr LMI,MYS,Malaysia,Tanah Rata,"Tanah Rata, Malaysia",101.376639,4.470611,20,2014,0,measured data,11,converted from PM10,PM10: >75%; PM2.5:NA,"Minsitry of Science, Technology and Innovation (MOSTI)"
596,Amr LMI,COL,Colombia,Armenia,"Armenia, Colombia",-75.6756888,4.5350004,25,2014,0,measured data,11,converted from PM10,PM10: >75%; PM2.5:NA,Subsistema de Información sobre Calidad del Aire
599,Amr LMI,COL,Colombia,Bogotá,"Bogotá, Colombia",-74.072092,4.7109886,52,2014,"6 stations, urban traffic",measured data,24,measured data,PM10: >75%; PM2.5:>75%,Subsistema de Información sobre Calidad del Aire
608,Amr LMI,COL,Colombia,Manizales,"Manizales, Colombia",-75.5138166,5.070275,26,2014,"1 station, NA",measured data,18,measured data,PM10: NA; PM2.5:NA,"CORPOCALDAS, Informe Sistema de Vigilancia de Calidad del Aire - Resumen 2014"
1848,Afr,NGA,Nigeria,Aba,"Aba, Nigeria",7.3732655,5.1215877,373,2009,"1 station, NA",measured data,49,measured data,PM10: <75 % but annually representative; PM2.5:<75 % but annually representative,"Ngele and Onwu (2015), Reseach Journal of Chemical Sciences, Measurements of Ambient Air Fine and Coarse Particulate Matter in ten South-East Nigerian cities"
1732,Wpr LMI,MYS,Malaysia,Bayan Lepas,"Bayan Lepas, Malaysia",100.2593272,5.294464,34,2014,0,measured data,18,converted from PM10,PM10: <75%; PM2.5:NA,"Minsitry of Science, Technology and Innovation (MOSTI)"
601,Amr LMI,COL,Colombia,Caldas,"Caldas, Colombia",-75.2479061,5.29826,49,2014,"1 station, NA",measured data,25,measured data,PM10: >75%; PM2.5:>75%,"Resumen Anual  Calidad del Aire 2014,"
234,Afr,CMR,Cameroon,Bafoussam,"Bafoussam, Cameroon",10.4284178,5.4807517,105,2012,"1 station, commercial/residential",measured data,67,measured data,PM10: <75%; PM2.5:<75%,"J. Antonel, Z. Chowdhury (2014), Atmospheric Environement 95, 344-354"
1858,Afr,NGA,Nigeria,Owerri,"Owerri, Nigeria",7.0175879,5.489059,158,2009,"1 station, NA",measured data,44,measured data,PM10: <75 % but annually representative; PM2.5:<75 % but annually representative,"Ngele and Onwu (2015), Reseach Journal of Chemical Sciences, Measurements of Ambient Air Fine and Coarse Particulate Matter in ten South-East Nigerian cities"
1859,Afr,NGA,Nigeria,Umuahia,"Umuahia, Nigeria",7.4922407,5.5249526,274,2009,"1 station, NA",measured data,40,measured data,PM10: <75 % but annually representative; PM2.5:<75 % but annually representative,"Ngele and Onwu (2015), Reseach Journal of Chemical Sciences, Measurements of Ambient Air Fine and Coarse Particulate Matter in ten South-East Nigerian cities"
1857,Afr,NGA,Nigeria,Orlu,"Orlu, Nigeria",7.0390904,5.7812306,52,2009,"1 station, NA",measured data,16,measured data,PM10: <75 % but annually representative; PM2.5:<75 % but annually representative,"Ngele and Onwu (2015), Reseach Journal of Chemical Sciences, Measurements of Ambient Air Fine and Coarse Particulate Matter in ten South-East Nigerian cities"
1850,Afr,NGA,Nigeria,Afikpo,"Afikpo, Nigeria",7.9538378,5.8894555,72,2009,"1 station, NA",measured data,25,measured data,PM10: <75 % but annually representative; PM2.5:<75 % but annually representative,"Ngele and Onwu (2015), Reseach Journal of Chemical Sciences, Measurements of Ambient Air Fine and Coarse Particulate Matter in ten South-East Nigerian cities"
597,Amr LMI,COL,Colombia,Barbosa,"Barbosa, Colombia",-73.615679,5.934363,32,2014,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"Resumen Anual  Calidad del Aire 2014,"
235,Afr,CMR,Cameroon,Bamenda,"Bamenda, Cameroon",10.1591213,5.9630513,141,2012,"1 station, residential/commercial",measured data,132,measured data,PM10: <75%; PM2.5:<75%,"J. Antonel, Z. Chowdhury (2014), Atmospheric Environement 95, 344-354"
1854,Afr,NGA,Nigeria,Nnewi,"Nnewi, Nigeria",6.9103455,6.0105192,57,2009,"1 station, NA",measured data,24,measured data,PM10: <75 % but annually representative; PM2.5:<75 % but annually representative,"Ngele and Onwu (2015), Reseach Journal of Chemical Sciences, Measurements of Ambient Air Fine and Coarse Particulate Matter in ten South-East Nigerian cities"
607,Amr LMI,COL,Colombia,La Estrella,"La Estrella, Colombia",-75.635586,6.138751,47,2014,"1 station, suburban background",measured data,41,measured data,PM10: <75 % but annually representative; PM2.5:NA,"Resumen Anual  Calidad del Aire 2014,"
1856,Afr,NGA,Nigeria,Onitsha,"Onitsha, Nigeria",6.8029489,6.1413122,594,2009,"1 station, NA",measured data,66,measured data,PM10: <75 % but annually representative; PM2.5:<75 % but annually representative,"Ngele and Onwu (2015), Reseach Journal of Chemical Sciences, Measurements of Ambient Air Fine and Coarse Particulate Matter in ten South-East Nigerian cities"
611,Amr LMI,COL,Colombia,Sabaneta,"Sabaneta, Colombia",-75.61682,6.150559,43,2014,0,measured data,19,converted from PM10,PM10: >75%; PM2.5:NA,Subsistema de Información sobre Calidad del Aire
606,Amr LMI,COL,Colombia,Itagüí,"Itagüí, Colombia",-75.6146712,6.1675682,50,2014,"2 stations, NA",measured data,29,measured data,PM10: >75%; PM2.5:>75%,"Resumen Anual  Calidad del Aire 2014,"
609,Amr LMI,COL,Colombia,Medellin,"Medellin, Colombia",-75.5645737,6.2530408,45,2014,"5 stations, suburban background",measured data,26,measured data,PM10: >75%; PM2.5:>75%,"Resumen Anual  Calidad del Aire 2014,"
1849,Afr,NGA,Nigeria,Abakaliki,"Abakaliki, Nigeria",8.1120116,6.3230608,88,2009,"1 station, NA",measured data,28,measured data,PM10: <75 % but annually representative; PM2.5:<75 % but annually representative,"Ngele and Onwu (2015), Reseach Journal of Chemical Sciences, Measurements of Ambient Air Fine and Coarse Particulate Matter in ten South-East Nigerian cities"
598,Amr LMI,COL,Colombia,Bello,"Bello, Colombia",-75.5595887,6.3367288,43,2014,0,measured data,19,converted from PM10,PM10: >75%; PM2.5:NA,"Resumen Anual  Calidad del Aire 2014,"
